reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4867bcdd-8df5-475f-bbde-532eeeeca686,Umy Iyah,https://play-lh.googleusercontent.com/a/ACg8ocK-8uSM2qXbAhHnzpOhH7mFuq2aTQ2U6BvJRXHcFJcoUYquKg=mo,kenapa geme nya selalu ngelag pas mau main lain kali perbaiki game nya pak monton,2,0,1.9.64.10601,2025-04-11 09:33:32,,,1.9.64.10601
f00f7cca-498e-4438-827c-44c837ad642f,Kang Rheno_Official,https://play-lh.googleusercontent.com/a-/ALV-UjWs5nVSelr2H-iWHo8S-yyPVZuFhZYTvp45gF_9Hl0U-vqNK2SL,"game ngelag gak jelas,padahal sinyal full di tambah dengan data seluller",1,0,,2025-04-11 09:32:45,,,
14168b64-d430-49e6-bd1c-efd9491d718f,Arga Saputra,https://play-lh.googleusercontent.com/a/ACg8ocJah78MUb-eQu35maW_dvlazuUlAjWT40Oh4dvoMuZhhYzYrA=mo,gw minta miya di buff lagi kalo gk gw kasi bintang satu oh ya satu lagi kalo kasi tim yang bener masak tim rank tertinggi legend musuh rank tertinggi mytic mending gw kasi bintang 2 lama lama gw kasi bintang 1 juga ni kalo gk di turuttin ama monntoon jahanam gw hapus ml gw gw pindah game sebelah sukur lu moonton awas sampe gk di baca juga gw beneran pindah game sebelah ni,2,0,1.9.64.10601,2025-04-11 09:32:31,,,1.9.64.10601
319fa603-f53d-4952-8395-044ecf8f9e52,Raden Arjuna,https://play-lh.googleusercontent.com/a/ACg8ocKMBihUXYjFdO_pE9vD3fh85pnI2DrGsC1JKAZG4aqsrupPnA=mo,"beberapa ad yg event bagus bahkan untuk player gratisan seperti saya, ad juga mode offline yg bisa jadi hiburan saya ( walau kurang menantang sih ), permasalahan saya dibagian login kembali. Mau itu dikarenakan baru beli paketan-Wifian-Relog gara² ngeleg. saya mau ny lngsng ke inti nya biar lngsng masuk gameplay. Bukan nonton karakter sendiri main dari menit ke brp ampe ujung² nya selesai. tolong lah klo bisa dihilangin atau di setting aja",3,0,1.9.64.10601,2025-04-11 09:32:21,,,1.9.64.10601
a28ff928-7da2-4f10-a3e3-994f6c6f0c26,anita priyani,https://play-lh.googleusercontent.com/a-/ALV-UjW2ozJfujiEJGNicTjIAF4NEbJSJEug63vquG2rqFnDS-OJi9ZXUA,kereeeeeennnn bangeeett suuummmpaaaahh,5,0,1.9.64.10601,2025-04-11 09:32:19,,,1.9.64.10601
efd3b8aa-3690-4b25-a6e9-5e5402f1908b,Azan Altabzaini,https://play-lh.googleusercontent.com/a-/ALV-UjWLgdY2KwIw1A9AYH7aXwDTwEsKLgq3WeVf8r2cywJU7Pxuozbx,suka bangett plcc 😻😻🫶🏻,5,0,,2025-04-11 09:31:07,,,
c1e61165-0e37-4e4c-9437-08832fe3fb54,MarvelAzell,https://play-lh.googleusercontent.com/a-/ALV-UjUl2qW-U7jOpExJsx8xN3Iln0eu9LQjPL1YMBTSysUUpszEylo,lgi ultah mlah dibikin kesel mnding gnti game aja,1,0,,2025-04-11 09:30:49,,,
4c945c8f-81e8-4b6a-825e-c6abde8d238b,Agus Sanik,https://play-lh.googleusercontent.com/a-/ALV-UjVb4z-zAHuYgc-Qz4E4aofIbnUYI3PsL8cYBSStgzjTDCiUSnI,"game ini sekarang Sudah terlalu banyak memakan ruang penyimpanan, sehingga menyebabkan lag, apa lagi terlalu banyak peguna yang menggunakan cheat",1,0,,2025-04-11 09:30:48,,,
08999561-9b16-4a75-8300-c031622c3c2c,Stella Dominique,https://play-lh.googleusercontent.com/a/ACg8ocJljZkXf9Vrd8zP3hOraEIs98YsLER5Zm1VzdMhrCJqn0d8Lg=mo,ga ada hal yg buruk,5,0,1.9.64.10601,2025-04-11 09:30:45,,,1.9.64.10601
7b5ddbb4-2d98-42fe-838f-2daea30643c4,Ikmal Maldini,https://play-lh.googleusercontent.com/a/ACg8ocLugLJ20niozRjuWflaCFqZ55hcl_2wkya6rsx6rMbx7NMXMg=mo,cape dapet tim beban ga mau lagi maen cape gua gimana ai,1,1,1.9.64.10601,2025-04-11 09:28:23,,,1.9.64.10601
e2c9dcf1-8895-4d61-a6f0-0ffbbe9ad080,Dadam,https://play-lh.googleusercontent.com/a/ACg8ocKUMvJR3bDAw6a4gnoNCoJa179HAWyWC-4CuOeTfUru9ehsZg=mo,saya senang bisa bermain mlbb dan game ini bukan cuma sekedar game. dia adalah teman main ku yaitu mlbb saya senang bisa mengenal mlbb se jauh ini 😊🙏👍,5,0,1.9.64.10601,2025-04-11 09:27:35,,,1.9.64.10601
28de737b-88af-40b2-b3c8-34e59372d44b,Andy Frt,https://play-lh.googleusercontent.com/a/ACg8ocKY5rgSagO09qwO6hgddkNGcfCYXUSWH7Eit2yvfLEi6Byuag=mo,sinyal dibenerin nih sebelum pada pundah semua di game sebelah,1,0,1.9.64.10601,2025-04-11 09:26:36,,,1.9.64.10601
c26927be-e930-4424-b63e-a148a8262a4e,Farda,https://play-lh.googleusercontent.com/a/ACg8ocLPyYKvXR0nkoZY8XBXapvyden8fecySvV0-yyvim367K5sEA=mo,"gamenya burik ,kasih tim drak sistem",1,0,1.9.64.10601,2025-04-11 09:23:17,,,1.9.64.10601
eb8fe89d-6573-4d21-8224-bcd9ac0ded40,Dian Anjani,https://play-lh.googleusercontent.com/a/ACg8ocKERGS6ZYJD5iTHedlKSjSJEQGR3Vwp39KOphSQtuHtd4MkMw=mo,game moba 5v5 terbaik yang pernah ada semoga tetap sukses ya,5,0,1.9.64.10601,2025-04-11 09:22:53,,,1.9.64.10601
06fd5f88-0459-4463-bc2a-ac3597866405,Dim Yati,https://play-lh.googleusercontent.com/a/ACg8ocIJcfR74acJzDsR-zDfldd4BYrBrkAX5zNsWKaeadfiB_kfvg=mo,keren banget,5,0,1.9.64.10601,2025-04-11 09:22:10,,,1.9.64.10601
97d6489e-a686-416f-9070-698735b26754,re Ty,https://play-lh.googleusercontent.com/a/ACg8ocIX3uddejagdqbf3ZmQwzGiQCxRbdC6Kv6pMmhg5fEeE7ZEVw=mo,bintang 1 karna suka leg gak jelas sama ketemu dark sistem Mulu setiap game,1,0,1.9.64.10601,2025-04-11 09:22:03,,,1.9.64.10601
8f4a2f96-fd27-4042-9498-1f273c8693d6,Allea Ananta,https://play-lh.googleusercontent.com/a/ACg8ocKFTu4y_Gc7U0qToHVCwKW0VKnRZcm8e9Prz1d1r5bG8xjS4w=mo,saya menyukai game ini,5,0,1.9.64.10601,2025-04-11 09:21:56,,,1.9.64.10601
6b754067-6db1-4a12-99cf-bf415c14fa14,selena christiyana,https://play-lh.googleusercontent.com/a-/ALV-UjXIA6zA5uTgun3GC3m3JtrctQecL9CNIvTJlgJFrt2OaM1x0hQl,"setiap pertandingan pasti lag bug terus,capek dibilang main jelek padahal gara gara ngelag,jadi afk gara gara terlalu ngelag sampe bug singal merah , padahal dulu bagus bagus aja sekarang kok malah gini??, terutama pas rank tuh lag nya gila sampe ulang apa apaan dah , yang aku tahu lag dari ini gem lag, bug, tim jelek, kebanyakan event. tambah parah aja, sekalian main ini gem pelanggaran semua nya pelanggaran, singal nya jelek aku cuma bilang ke tim malah di bilang pelanggaran,mana dapet tim lol",1,7,1.9.64.10601,2025-04-11 09:20:46,,,1.9.64.10601
19ab023e-a6da-4b63-9e0e-00c9229748a9,Christian bungangu Edio,https://play-lh.googleusercontent.com/a/ACg8ocLn5tZDIg8KI_EBy6UMnSetry-MufQ7tnWOMmxmWiFWldzhwg=mo,mantap,5,0,1.9.64.10601,2025-04-11 09:20:36,,,1.9.64.10601
261d7e57-a656-4571-9b41-9d47b553aebd,Muhammad Raziq,https://play-lh.googleusercontent.com/a-/ALV-UjUDbGYpQzUw4et0b19AgcqHUSr4OOElHX8jVQAJlSk0E5F50IE,jelek banget musuh nya gk sepadan,1,0,1.9.64.10601,2025-04-11 09:20:12,,,1.9.64.10601
51004dfe-51b1-4a99-b34a-6bc6eb1ef517,Yuli Windayani,https://play-lh.googleusercontent.com/a/ACg8ocLbEo08zWT-bw4XoCu4KmmVcQxkjjxLjwBgv6fza23rN-vaHw=mo,game nya GJ banget,1,0,,2025-04-11 09:19:42,,,
0b2dc0fa-89a7-41bc-8282-32450b2fea68,Ifra Dayliam,https://play-lh.googleusercontent.com/a-/ALV-UjUMFIRkLLibVqXKF46LMe0DCZncA303td2VmLUueZ4HwcsgDps,mohon maaf untuk perusahaan moontul tolong lah kasih saya lawan yang sepadan dan tim yang sangat baik karena SAYA CAPE LOSE STREAK MULUUU,5,0,1.9.64.10601,2025-04-11 09:19:24,,,1.9.64.10601
a1cff795-ffc7-4539-9fb5-6b122287c9e4,Nasuruloh Bbb,https://play-lh.googleusercontent.com/a-/ALV-UjV7-TbhM_TtMpcj9tkdeFgwLk9xfzAH_I-L-nk8jjEo7Rk1RRM,gemya bagus,5,0,1.9.64.10601,2025-04-11 09:19:07,,,1.9.64.10601
1a388461-6409-4ec8-8e46-d57cda29523f,Apa Haha,https://play-lh.googleusercontent.com/a/ACg8ocJG8bdJ3F5PxNGVEQeqpfZnbvA-0zCsejstgWhE0fn6lD0S_Q=mo,GG moonton,5,0,1.9.64.10601,2025-04-11 09:18:39,,,1.9.64.10601
13d7d2f6-e594-4f26-9b25-4fc0b842a4cf,Liquid Death,https://play-lh.googleusercontent.com/a/ACg8ocJVvpORDMciQ2J9xzDL315c96mBLIus4os3BK9gZbQeUxUlzA=mo,game anda memang bagus tapi match making nya sangat parah gw dulu memang gw sangat suka mainin game ini tapi sekarang udah merasa bosen saran gw nih ya jangan skin doang yang digratisin tapi match making nya lo juga benerin dan juga hapus aja saber ama zilong tuh usernya meresahkan,3,0,,2025-04-11 09:18:34,,,
6c960841-d429-48c7-a785-4ef25ca1b9f3,Krisna Damarian,https://play-lh.googleusercontent.com/a/ACg8ocL11MYXHwGCwW4UhzBR4BDSL1ZSuHzdi0sAXDfWsZDwPHNeSw=mo,kesepian setres main gemblu tambah setres,3,0,1.9.64.10601,2025-04-11 09:18:04,,,1.9.64.10601
fcc6349d-7df6-44f0-a6ca-918cccc36575,Azam Sani,https://play-lh.googleusercontent.com/a/ACg8ocJAulU-7ZLtZK7DJCyN1WThyIc5Ive9uLysXSaFGfcAErjUkA=mo,game nya sih bagus tapi sinyalnya suka ngeleg ngeleg tolong di perbaiki sinyalnya monton,5,0,,2025-04-11 09:17:54,,,
58eeb7e0-232f-4ec3-8928-ef4ddb9d964a,Harumichi Feng,https://play-lh.googleusercontent.com/a/ACg8ocJOvlSjAZ7meTaVHc7x1HDKIWXdokP8vRvW-M36gk5NmRI5nA=mo,"Game nya bagus Kurangi dark system,dri dulu game nya dark system mulu",4,0,1.9.29.10113,2025-04-11 09:17:51,,,1.9.29.10113
95c62934-ce4a-4048-b360-33c4a85ef1ed,Feby Casper,https://play-lh.googleusercontent.com/a-/ALV-UjV3FTNNKJTFdzWn3HqeJfNu3upqdiqJ_0V1nvBUmjPvx9Y_ptk,sering Lag bug nya tolong perbaiki sinyal bagus padahal 🥱,2,0,1.9.64.10601,2025-04-11 09:17:03,,,1.9.64.10601
db619281-f682-4491-a1da-10699d055268,maul lana,https://play-lh.googleusercontent.com/a/ACg8ocLS3c6XOGkoNACWb-Evr4wJDoZwP7YS0SqSYW1tEvGk1mYRTQ=mo,geme ini sangat bagus ada kolep naruto uzumaki 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,0,1.9.64.10601,2025-04-11 09:16:15,,,1.9.64.10601
9cfd22bc-d636-4efb-833c-4ecf20d0bb15,Mah Rita,https://play-lh.googleusercontent.com/a/ACg8ocKL8x2qOvI8Y3-TgPT7dBOGvoiZfNwfFsBmHqR8eJUmAf5iZg=mo,asikk bangetzz mainan nyaa,5,0,,2025-04-11 09:16:04,,,
0a09424e-1fca-452e-9a2d-9697bcef604b,Irfan Rizal,https://play-lh.googleusercontent.com/a/ACg8ocLTX3XTOApoEmElKBy8v4qoob7t4I_KD-5UNKu0wliFAQB7Rg=mo,banyak dark sistem nya,1,0,1.9.64.10601,2025-04-11 09:14:44,,,1.9.64.10601
6b36d4f7-546f-42c8-8740-975c90ecdcb0,Rian Yayan,https://play-lh.googleusercontent.com/a/ACg8ocLhHtOzf4bD3hxVf5W-ZvX4f8MmSui8ejsn1qurlI0bMUxVLw=mo,kenapa Laila saya sudah banyak pertandingan tapi tidak masuk global,3,0,1.9.64.10601,2025-04-11 09:14:31,,,1.9.64.10601
b91110f1-cdc6-4c51-854d-38950b9856a4,Mai Mustang,https://play-lh.googleusercontent.com/a/ACg8ocK-zy-KHmQo6422jPOZeT8o-PMgafGmM-OgrHIktqsBiiAp0Q=mo,dapet tim bot terus,1,1,1.9.64.10601,2025-04-11 09:14:16,,,1.9.64.10601
69624c53-750f-46be-a22e-1c644ba9df10,Ahmad Riyadi,https://play-lh.googleusercontent.com/a/ACg8ocLgx6GVn6TL7m_kQi_tCOcdGkj1uTE_kgR6Rq__P4-KFQcvWA=mo,"game banyak bug nya apa"" ngelag padahal ngga game buruk bagusin lgi lah",1,0,1.9.64.10601,2025-04-11 09:13:30,,,1.9.64.10601
e76e9e92-98b4-444e-8604-d1df34916a48,Abdus Satar,https://play-lh.googleusercontent.com/a-/ALV-UjVNa0cRuEIEJQ6uYtiRRWK3-7Ic_OP9ysZcuFDDiNG6fwgOQKtP2g,aku sangat menyukai game ini,5,0,1.9.64.10601,2025-04-11 09:12:37,,,1.9.64.10601
58c31cc9-ca39-417f-be8f-2d8f75176927,NOVANDRA ADYATAMA,https://play-lh.googleusercontent.com/a/ACg8ocJASQkeI5g8YxTVy6gOeSyMTrBhzMp-dU89s60Rc3D_r-HBCQ=mo,game nya elek banget pilih kasih mobile legend bosok,2,0,,2025-04-11 09:10:57,,,
272b1c54-2024-4947-9ecd-591fd442fb9d,Faiz Mutaqin,https://play-lh.googleusercontent.com/a/ACg8ocI5-H0Hz8iKF8YHPq-TJFwpkplKVScZoWpoq1qlcuIDFadslw=mo,game kontolllllllllllllllll,1,0,1.9.64.10601,2025-04-11 09:10:43,,,1.9.64.10601
edcb94ee-c28c-4abf-9c70-43179ed865c1,Syhcujdujd Fgjjf,https://play-lh.googleusercontent.com/a-/ALV-UjXXyb3SmjhiGsMV8DYJLIj_zQOxSEHQMsIx1ozAyMc7zWphL83g,Akun ml Hila woe 😭,3,0,1.8.79.9552,2025-04-11 09:10:40,,,1.8.79.9552
08aced59-b71e-4c24-bea3-bf3be04b2bbb,Radit,https://play-lh.googleusercontent.com/a/ACg8ocLjyYsqUjsbvGTWSRqV6Z3FRu4LF8IgRaNIA2AffpQp6_CptQ=mo,ngelek² an banyak yang ngelu gem jelek jangan di download,1,0,,2025-04-11 09:10:34,,,
905ea660-66b0-48e0-892e-2a85447d324a,mafala production,https://play-lh.googleusercontent.com/a-/ALV-UjVJTj2Yh5NovwSBU8Yqg9ji24Lu6PhNNzYW-CdADbnpNKcDbibb,mantap,5,0,1.9.64.10601,2025-04-11 09:10:19,,,1.9.64.10601
43464cce-0295-427c-b1d7-bbf237c471b0,Eda Rumateor04,https://play-lh.googleusercontent.com/a/ACg8ocIT_hA4sKNtK7usE9-riqi3jhOCmgjNe-SLW87vVeGbv3JEmw=mo,asik,5,0,1.9.64.10601,2025-04-11 09:09:37,,,1.9.64.10601
6ebced73-ac3a-4b39-8913-ae60141a2145,Surya Setia,https://play-lh.googleusercontent.com/a-/ALV-UjX46I9I9A9oq6CnyGcfLT-Q_3G2DjJrn27AsbZL3EMzmVCZZHff,aneh jaringan biasa biasa aja tapi tiba tiba keluar sendiri dan ngulang lagi sampai seterusnya kesel bgt. tlong perbarui,3,0,,2025-04-11 09:08:05,,,
5d71438c-ae1b-4f12-8d87-4cfa344ca5d3,Alfian Noor,https://play-lh.googleusercontent.com/a/ACg8ocIqWY5_sc262TB7C-Q9MJALxPD3aKditp417kpZa20p2rsKdA=mo,Bagus tapi mode offline ko cuma bisa classic nga bisa pelatihan Al tolong diperbaiki,1,0,1.9.64.10601,2025-04-11 09:06:09,,,1.9.64.10601
eb3a555f-a1a1-4bd8-8049-abec41e5ec0f,Farel,https://play-lh.googleusercontent.com/a/ACg8ocIzWYqBO_s4RlQTpMEmE-EdPJ4wbwjCSA6tMbleM1N1dIPyhw=mo,bagus banget game nya dan heronya banyak banget,5,0,1.9.64.10601,2025-04-11 09:04:48,,,1.9.64.10601
370ec72e-deab-41a9-ab12-d3d89dc594d6,Azzamsultan Azzamjuragan,https://play-lh.googleusercontent.com/a-/ALV-UjVlXSe4RPrXwgbfYDlwDvFNvnJSmHrNnuDMJ-wAuUrurXQpkMMN,mantap,5,0,1.9.64.10601,2025-04-11 09:04:33,,,1.9.64.10601
695a2798-3f4a-4750-9440-3d21b7bf788a,Indra,https://play-lh.googleusercontent.com/a/ACg8ocKhCFvuaz-fAUXehrpEwonD4CRpqaFJEfrpzfdXP4Q9s74i4g=mo,game sangat bagus,5,0,1.9.64.10601,2025-04-11 09:04:20,,,1.9.64.10601
3f9fa0a0-d41e-425d-b53c-95ffd8723109,016_Ubaid Fahressi,https://play-lh.googleusercontent.com/a-/ALV-UjWSWfsAf6g_2KJacVeDtdWqGEzLzyKVEE5AtLeyRo7_9-eMb9zU,"benerin lah servermu min min, sinyal 20ms ngelag gimana ceritanya moontonnnnn",3,0,1.9.64.10601,2025-04-11 09:04:02,,,1.9.64.10601
533fadad-724a-454e-908d-7c6b808ed1f1,Agip Maulana,https://play-lh.googleusercontent.com/a-/ALV-UjVDTG0WZfEeIgnegKKcYFh3lAL81_YeQ_sA_LHqJgOxM9xYzpY,"GAMENYA BAGUS SIH, DAN SERU BUAT DI MAININ, TAPI MASIH BANYAK MASALANYA, TERUTAMA SOAL JARINGAN YANG TIBA TIBA NGELEG PARAH😤 DI DALEM MATCH NYA PADALAH WAIFI KU JARINGAN NYA FULL DAN BAGUS TAPI MASIH SAJA NGELEG""😒 JADI TOLONG DI PERBAIKI DAN JUGA SOAL MATCHING NYA YANG SERING NEMUIN TIM YANG GK SEPADAM SAMA LAWANNYA TOLONG PERBAIKI😁",3,0,1.9.64.10601,2025-04-11 09:04:02,,,1.9.64.10601
9fecbc1e-c07d-4f20-b8a3-98c1e69160bf,Taslin Andansari,https://play-lh.googleusercontent.com/a/ACg8ocI2TxtXQaSDe755kVMKg4Fuy0-uqItSHM8qGkGexzwzwOFFog=mo,"bagus siee, minimal kalau mau kasih lawan yang KERAS kasih tim yang WARAS lah... dan tolong buat player yang suka troll itu mending di ban aja.",3,0,1.9.64.10601,2025-04-11 09:03:48,,,1.9.64.10601
180c1939-6501-4e89-9667-c87a7174d2f2,Aruna Sachi,https://play-lh.googleusercontent.com/a/ACg8ocK7NGVzVspXDjfF7dxbKmaRzQdmRnWPIm5KY5MaikhjGUF_RA=mo,wow,5,0,,2025-04-11 09:02:28,,,
e746f2d6-afa2-49a5-afad-401d8f88363d,s4lw4n4bil4niss4,https://play-lh.googleusercontent.com/a-/ALV-UjUgZ9a3WT_tKaaK5VmhzNMeO4yoxFR7gotbApxcjrnTeolt3bY,game strategi penambah Iq,5,0,1.9.64.10601,2025-04-11 09:01:47,,,1.9.64.10601
9aa9e9c5-e8c9-445c-8e44-1c08a447e8f6,Nur Yasin,https://play-lh.googleusercontent.com/a-/ALV-UjVubOryUKoeTBz6T6tJar2uQ2rAYWAfVobOloFQgkRKd6d4Kes,bagus,5,0,,2025-04-11 09:01:32,,,
702b761c-2c04-418a-9fb1-6c36c07cefbb,Afdan npro,https://play-lh.googleusercontent.com/a/ACg8ocIOxYYrXSRyTsoOSDWOtE-x2vC6_AUy1qVmjvtxLXiAebHACw=mo,geme kesukanan saya dan monnton tolong di updetd lagi ya kolep naruto boleh heeheh bercanda dah bagus kok,5,0,,2025-04-11 09:00:59,,,
39149d5d-a37a-4448-b7c0-1ee8bc2190ea,Della Novita,https://play-lh.googleusercontent.com/a/ACg8ocKtphhtRnoMGlzKmjW7H3X2JdQV3JboXM7Dx-HCE_et9ypIyQ=mo,di kasi menang dulu tar da banyak menang di kasi tim dark sistem emng dasar niat moonton :v,4,0,1.9.65.10602,2025-04-11 09:00:48,,,1.9.65.10602
c72c41e5-07fc-4f5d-8f79-69b6e99be92d,Fajri Ariyansah,https://play-lh.googleusercontent.com/a/ACg8ocJUHZik20ljTR1oRajM0QZ-Y3xX1XzvaTJKu4xWjpJucg8z5w=mo,"udh paling MLS main di kasih tim yg GK BNR pdhal main BNR di kasih trus2 tim BBN emng harus gitu kan cara ny, udh GK Kya dlu lgi main ml monton sekarang kurang rapih aj, tolong dong sesuai kan pemain yg BNR dan tidak BNR atau BBN di perbaikan jgn asal kasih tim BBN mulu, jdi MLS main ml serasa GK bersemangat lgi Mian ml gtuh tim ny",1,0,1.9.64.10601,2025-04-11 08:59:52,,,1.9.64.10601
eab93e58-2345-4280-a527-5b81f3a7eda6,Deden Irfan,https://play-lh.googleusercontent.com/a/ACg8ocJnSsk9G3h2j4-AB45HZlDp9GUBPobN45mP7P039FDWI7qIyA=mo,Game apaan inih gak jelas tiap mau menang di kasih kalah burik mending main ff ajah di kasih kalah mulu moonton gak waras bikin stress,1,0,1.8.66.9421,2025-04-11 08:59:34,,,1.8.66.9421
87721d64-eb9c-4480-b855-3744829d0658,Byongox Skali,https://play-lh.googleusercontent.com/a/ACg8ocJ1WcZDGJbu8f1oLWnSHBSnNGNzMqmV1T58Pvw2J15ki3cmTg=mo,nggak bisa pake jaringan internet anehh pake wifi juga ping bagus tapi ngeleg nggak jelas tolong di perbaiki,1,0,1.9.64.10601,2025-04-11 08:59:20,,,1.9.64.10601
538d1f49-8082-4cd8-8b6b-c504b4a0f695,Depan 1955,https://play-lh.googleusercontent.com/a-/ALV-UjU-VMrWbkDjcmC1yN9ONHZa-dV3C72mPsBzc4uc3x6tYUVssen_,game nya haram banget,1,0,1.9.64.10601,2025-04-11 08:59:06,,,1.9.64.10601
6675e48b-d59e-4f21-913f-4f2de22e1803,Wahibur Rahman,https://play-lh.googleusercontent.com/a/ACg8ocKjyYYlgXvtN_F_ISmRgyUQQmFPO-euRI-HgKHsVDzjRhQXwQ=mo,bagus banget tapi coba bulid nya gratis tolong biar tinggal pilih sama karakternya juga gak pake diamond,5,0,1.9.65.10602,2025-04-11 08:58:06,,,1.9.65.10602
5f45a7d3-0a0a-4a57-ae4e-4a65eaf6ae6b,fisst channel,https://play-lh.googleusercontent.com/a/ACg8ocIXpXRQWgywT2QsWCACl2l2oZHDm2vxRxoSnCBpSRCwigiGGg=mo,aplikasi konnttt lag lag mulu di ingame jaringan bagus tetap aja nge lag puqii,1,0,1.9.64.10601,2025-04-11 08:58:00,,,1.9.64.10601
f746b2a6-f489-474e-87c8-9da6a201fe4d,Tafip Rudiyanto,https://play-lh.googleusercontent.com/a/ACg8ocILJpFYil9I_F6Lq2f6bp6RmjFNYJc0A3DWlmXaaOXYJ0FnSQ=mo,game nya seru banget tapi tolong hero nya gratis,5,0,1.9.64.10601,2025-04-11 08:57:44,,,1.9.64.10601
